farm,cage,day,lmortRate,biomass_density,days_since_start,waveHeight,temperature,waterSpeed,windSpeed,lice_total,agd_score,wksSinceAntiAGD,wksSinceMech,wksSinceMedi,cage_z,lmortRate_z,biomass_density_z,days_since_start_z,waveHeight_z,temperature_z,waterSpeed_z,windSpeed_z,lice_total_z,agd_score_z,wksSinceAntiAGD_z,wksSinceMech_z,wksSinceMedi_z
Farm E,2,2019-08-12,-7.799073622290167,2.4683173965482954,141,3.03,13.980401932401984,0.25525959488790156,8.602328771986832,0.5306282510621704,0.11332868530700317,1.0986122886681098,3.187503545010459,0,-1.1968713490078906,0.5401540795610633,-0.016122220247803774,-0.6756053988456134,0.4516415543161,1.2248379715415094,0.9848468197139042,0.47115326315191053,-0.48174455431256963,-0.6558005221000099,-1.2741055639055245,0.33619401501820695,-2.036973260072157
Farm E,3,2019-08-12,-7.714656718731501,2.920317827284202,141,3.03,13.980401932401984,0.25525959488790156,8.602328771986832,0.16551443847757338,0.2151113796169455,1.0986122886681098,3.187503545010459,0,-0.9060264518938229,0.5954005117578399,0.2970913156846889,-0.6756053988456134,0.4516415543161,1.2248379715415094,0.9848468197139042,0.47115326315191053,-0.934851446608093,-0.31186557486899635,-1.2741055639055245,0.33619401501820695,-2.036973260072157
Farm E,4,2019-08-12,-7.811590990329599,2.5123658551233015,141,3.03,13.980401932401984,0.25525959488790156,8.602328771986832,0.30748469974796067,0.16551443847757338,1.0986122886681098,3.187503545010459,0,-0.6151815547797552,0.5319621192365299,0.014401143281277898,-0.6756053988456134,0.4516415543161,1.2248379715415094,0.9848468197139042,0.47115326315191053,-0.7586660992851841,-0.47945910782898365,-1.2741055639055245,0.33619401501820695,-2.036973260072157
Farm E,5,2019-08-12,-6.709990080694331,0.8948196359538647,141,3.03,13.980401932401984,0.25525959488790156,8.602328771986832,0.2151113796169455,0.16551443847757338,1.0986122886681098,3.187503545010459,0,-0.3243366576656876,1.2529020897458423,-1.1064769275989481,-0.6756053988456134,0.4516415543161,1.2248379715415094,0.9848468197139042,0.47115326315191053,-0.873301554239072,-0.47945910782898365,-1.2741055639055245,0.33619401501820695,-2.036973260072157
Farm E,6,2019-08-12,-6.748460672867358,1.2002189759820114,141,3.03,13.980401932401984,0.25525959488790156,8.602328771986832,0.35065687161316933,0.14842000511827327,2.6438928315157195,3.187503545010459,0,-0.03349176055161993,1.2277251065533712,-0.8948505647525051,-0.6756053988456134,0.4516415543161,1.2248379715415094,0.9848468197139042,0.47115326315191053,-0.7050893570386538,-0.537223083082689,0.49793685295198176,0.33619401501820695,-2.036973260072157
Farm E,7,2019-08-12,-7.453182209538082,1.3333779806698711,141,3.03,13.980401932401984,0.25525959488790156,8.602328771986832,0.3646431135879093,0.1310282624064041,2.6438928315157195,3.187503545010459,0,0.25735313656244774,0.766521852797086,-0.8025780803399748,-0.6756053988456134,0.4516415543161,1.2248379715415094,0.9848468197139042,0.47115326315191053,-0.6877324058151247,-0.5959916994218007,0.49793685295198176,0.33619401501820695,-2.036973260072157
Farm E,8,2019-08-12,-7.956425269440976,2.246855337076806,141,3.03,13.980401932401984,0.25525959488790156,8.602328771986832,0.3220834991691134,0.1988508587451652,1.0986122886681098,3.187503545010459,0,0.5481980336765153,0.4371756861481028,-0.16958427471758258,-0.6756053988456134,0.4516415543161,1.2248379715415094,0.9848468197139042,0.47115326315191053,-0.7405489631786679,-0.36681166787528313,-1.2741055639055245,0.33619401501820695,-2.036973260072157
Farm E,9,2019-08-12,-7.342026697761868,1.2741811043317322,141,3.03,13.980401932401984,0.25525959488790156,8.602328771986832,0.30748469974796067,0.1310282624064041,1.0986122886681098,3.187503545010459,0,0.839042930790583,0.8392673005186425,-0.8435985345104272,-0.6756053988456134,0.4516415543161,1.2248379715415094,0.9848468197139042,0.47115326315191053,-0.7586660992851841,-0.5959916994218007,-1.2741055639055245,0.33619401501820695,-2.036973260072157
Farm E,10,2019-08-12,-8.513977500303398,2.1710394897522405,141,3.03,13.980401932401984,0.25525959488790156,8.602328771986832,0.26236426446749106,0.1988508587451652,1.0986122886681098,3.187503545010459,0,1.1298878279046507,0.0722870178839831,-0.22212083885665476,-0.6756053988456134,0.4516415543161,1.2248379715415094,0.9848468197139042,0.47115326315191053,-0.8146606399031673,-0.36681166787528313,-1.2741055639055245,0.33619401501820695,-2.036973260072157
Farm E,11,2019-08-12,-6.855800811355364,0.9380594984937194,141,3.03,13.980401932401984,0.25525959488790156,8.602328771986832,0.26236426446749106,0.2151113796169455,1.0986122886681098,3.187503545010459,0,1.4207327250187183,1.1574766203737163,-1.0765138804016416,-0.6756053988456134,0.4516415543161,1.2248379715415094,0.9848468197139042,0.47115326315191053,-0.8146606399031673,-0.31186557486899635,-1.2741055639055245,0.33619401501820695,-2.036973260072157
Farm E,12,2019-08-12,-7.496135637345211,1.1886435644867448,141,3.03,13.980401932401984,0.25525959488790156,8.602328771986832,0.33647223662121295,0.16551443847757338,1.0986122886681098,3.187503545010459,0,1.7115776221327859,0.7384110889935245,-0.9028717419854632,-0.6756053988456134,0.4516415543161,1.2248379715415094,0.9848468197139042,0.47115326315191053,-0.7226925143502182,-0.47945910782898365,-1.2741055639055245,0.33619401501820695,-2.036973260072157
Farm E,13,2019-08-12,-7.188065652509354,1.1075542970148744,141,3.03,13.980401932401984,0.25525959488790156,8.602328771986832,0.43178241642553783,0.2151113796169455,1.0986122886681098,3.187503545010459,0,2.0024225192468537,0.9400267229674495,-0.9590625207192113,-0.6756053988456134,0.4516415543161,1.2248379715415094,0.9848468197139042,0.47115326315191053,-0.6044124113062966,-0.31186557486899635,-1.2741055639055245,0.33619401501820695,-2.036973260072157
Farm E,1,2019-08-19,-10.079329830732323,3.042966102640808,148,3.03,14.197070918895893,0.18797187369143356,9.63291628928374,0.5423242908253617,0,1.3862943611198906,3.187503545010459,0.6931471805599453,-1.4877162461219582,-0.952153914458529,0.3820803939869388,-0.6181842055672931,0.4516415543161,1.3282593787655366,0.00641547141852375,0.8593606460438911,-0.4672297481162508,-1.0387506460388776,-0.9442076451660513,0.33619401501820695,-1.334489959375979
Farm E,2,2019-08-19,-9.826336493347712,2.6904410363001516,148,3.03,14.197070918895893,0.18797187369143356,9.63291628928374,0.2151113796169455,0,1.3862943611198906,3.187503545010459,0.6931471805599453,-1.1968713490078906,-0.7865830551774642,0.13779827603934133,-0.6181842055672931,0.4516415543161,1.3282593787655366,0.00641547141852375,0.8593606460438911,-0.873301554239072,-1.0387506460388776,-0.9442076451660513,0.33619401501820695,-1.334489959375979
Farm E,3,2019-08-19,-10.088482615658366,3.1657897195109888,148,3.03,14.197070918895893,0.18797187369143356,9.63291628928374,0.2468600779315258,0,1.3862943611198906,3.187503545010459,0.6931471805599453,-0.9060264518938229,-0.9581439317478612,0.46719097512796476,-0.6181842055672931,0.4516415543161,1.3282593787655366,0.00641547141852375,0.8593606460438911,-0.8339013630331736,-1.0387506460388776,-0.9442076451660513,0.33619401501820695,-1.334489959375979
Farm E,4,2019-08-19,-9.7840281124988,2.7369778502887723,148,3.03,14.197070918895893,0.18797187369143356,9.63291628928374,0.3784364357202451,0,1.3862943611198906,3.187503545010459,0.6931471805599453,-0.6151815547797552,-0.7588944407484782,0.1700459445574383,-0.6181842055672931,0.4516415543161,1.3282593787655366,0.00641547141852375,0.8593606460438911,-0.6706148684599318,-1.0387506460388776,-0.9442076451660513,0.33619401501820695,-1.334489959375979
Farm E,5,2019-08-19,-10.578648954330596,1.0109515658684392,148,3.03,14.197070918895893,0.18797187369143356,9.63291628928374,0.26236426446749106,0.07696104113612832,1.3862943611198906,3.187503545010459,0.6931471805599453,-0.3243366576656876,-1.2789320707700202,-1.0260033485273812,-0.6181842055672931,0.4516415543161,1.3282593787655366,0.00641547141852375,0.8593606460438911,-0.8146606399031673,-0.778690801863456,-0.9442076451660513,0.33619401501820695,-1.334489959375979
Farm E,6,2019-08-19,-8.886685639065586,1.336802444445964,148,3.03,14.197070918895893,0.18797187369143356,9.63291628928374,0.32208349916911333,0.1310282624064041,2.6438928315157195,3.187503545010459,0.6931471805599453,-0.03349176055161993,-0.17163089487151537,-0.8002050993978184,-0.6181842055672931,0.4516415543161,1.3282593787655366,0.00641547141852375,0.8593606460438911,-0.7405489631786679,-0.5959916994218007,0.49793685295198176,0.33619401501820695,-1.334489959375979
Farm E,7,2019-08-19,-9.20929983080093,1.4602595205702895,148,3.03,14.197070918895893,0.18797187369143356,9.63291628928374,0.62057648772511,0,2.6438928315157195,3.187503545010459,0.6931471805599453,0.25735313656244774,-0.38276494881176837,-0.714655562894434,-0.6181842055672931,0.4516415543161,1.3282593787655366,0.00641547141852375,0.8593606460438911,-0.37011863226569114,-1.0387506460388776,0.49793685295198176,0.33619401501820695,-1.334489959375979
Farm E,8,2019-08-19,-8.842429066519587,2.470683958133319,148,3.03,14.197070918895893,0.18797187369143356,9.63291628928374,0.09531017980432487,0.019802627296179712,1.3862943611198906,3.187503545010459,0.6931471805599453,0.5481980336765153,-0.14266729124057823,-0.014482312248511708,-0.6181842055672931,0.4516415543161,1.3282593787655366,0.00641547141852375,0.8593606460438911,-1.0219750567727355,-0.9718353848510853,-0.9442076451660513,0.33619401501820695,-1.334489959375979
Farm E,9,2019-08-19,-9.158994444624597,1.4116249289090104,148,3.03,14.197070918895893,0.18797187369143356,9.63291628928374,0.11332868530700317,0,1.3862943611198906,3.187503545010459,0.6931471805599453,0.839042930790583,-0.34984271417197205,-0.7483568856964082,-0.6181842055672931,0.4516415543161,1.3282593787655366,0.00641547141852375,0.8593606460438911,-0.999614059322833,-1.0387506460388776,-0.9442076451660513,0.33619401501820695,-1.334489959375979
Farm E,10,2019-08-19,-9.15356894207182,2.373889557436545,148,3.03,14.197070918895893,0.18797187369143356,9.63291628928374,0.14842000511827327,0.039220713153281295,1.3862943611198906,3.187503545010459,0.6931471805599453,1.1298878279046507,-0.34629200754474865,-0.08155595740266167,-0.6181842055672931,0.4516415543161,1.3282593787655366,0.00641547141852375,0.8593606460438911,-0.9560656688807461,-0.9062195315877359,-0.9442076451660513,0.33619401501820695,-1.334489959375979
Farm E,11,2019-08-19,-9.00508585349771,1.0540679833049398,148,3.03,14.197070918895893,0.18797187369143356,9.63291628928374,0.14842000511827327,0,1.3862943611198906,3.187503545010459,0.6931471805599453,1.4207327250187183,-0.24911762019498385,-0.9961258425700512,-0.6181842055672931,0.4516415543161,1.3282593787655366,0.00641547141852375,0.8593606460438911,-0.9560656688807461,-1.0387506460388776,-0.9442076451660513,0.33619401501820695,-1.334489959375979
Farm E,12,2019-08-19,-9.0705225947089545,1.3237705462869809,148,3.03,14.197070918895893,0.18797187369143356,9.63291628928374,0.23111172096338664,0,1.3862943611198906,3.187503545010459,0.6931471805599453,1.7115776221327859,-0.2919425324353707,-0.809235548540625,-0.6181842055672931,0.4516415543161,1.3282593787655366,0.00641547141852375,0.8593606460438911,-0.8534451021047839,-1.0387506460388776,-0.9442076451660513,0.33619401501820695,-1.334489959375979
Farm E,13,2019-08-19,-8.494927132362063,1.24173318775215,148,3.03,14.197070918895893,0.18797187369143356,9.63291628928374,0.2776317365982795,0,1.3862943611198906,3.187503545010459,0.6931471805599453,2.0024225192468537,0.08475448371638188,-0.8660833066355041,-0.6181842055672931,0.4516415543161,1.3282593787655366,0.00641547141852375,0.8593606460438911,-0.7957136797719692,-1.0387506460388776,-0.9442076451660513,0.33619401501820695,-1.334489959375979
Farm E,1,2019-08-26,-11.46496345778412,3.275241528884468,155,3.03,13.634166702191427,0.24406267077094523,7.038431334136541,0.6312717768418579,0.4700036292457355,1.6094379124341003,3.187503545010459,1.0986122886681098,-1.4877162461219582,-1.8589783891715923,0.5430355670728487,-0.5607630122889727,0.4516415543161,1.0595714268534564,0.8220322472226351,-0.11794423829243052,-0.3568457594056184,0.5494434425432971,-0.6883189395150191,0.33619401501820695,-0.9235635710858908
Farm E,2,2019-08-26,-10.33638406673892,2.909157569257503,155,3.03,13.634166702191427,0.24406267077094523,7.038431334136541,0.33647223662121295,0.5538851132264376,1.6094379124341003,3.187503545010459,1.0986122886681098,-1.1968713490078906,-1.1203824187244238,0.28935781889847956,-0.5607630122889727,0.4516415543161,1.0595714268534564,0.8220322472226351,-0.11794423829243052,-0.7226925143502182,0.8328882261792103,-0.6883189395150191,0.33619401501820695,-0.9235635710858908
Farm E,3,2019-08-26,-10.375717867542733,3.4242139300539445,155,3.03,13.634166702191427,0.24406267077094523,7.038431334136541,0.47000362924573563,0.5068176023684519,1.6094379124341003,3.187503545010459,1.0986122886681098,-0.9060264518938229,-1.1461243266545,0.646265938890587,-0.5607630122889727,0.4516415543161,1.0595714268534564,0.8220322472226351,-0.11794423829243052,-0.5569798180605591,0.6738419170498674,-0.6883189395150191,0.33619401501820695,-0.9235635710858908
Farm E,4,2019-08-26,-9.783329198042276,2.976013745279439,155,3.03,13.634166702191427,0.24406267077094523,7.038431334136541,0.44468582126144574,0.5423242908253617,1.6094379124341003,3.187503545010459,1.0986122886681098,-0.6151815547797552,-0.7584370379238544,0.3356857820304233,-0.5607630122889727,0.4516415543161,1.0595714268534564,0.8220322472226351,-0.11794423829243052,-0.5883992629024011,0.7938229325217917,-0.6883189395150191,0.33619401501820695,-0.9235635710858908
Farm E,5,2019-08-26,-10.577502880780049,1.1462400913579047,155,3.03,13.634166702191427,0.24406267077094523,7.038431334136541,0.5306282510621704,0.41871033485818504,1.6094379124341003,3.187503545010459,1.0986122886681098,-0.3243366576656876,-1.2781820257904764,-0.9322552134411849,-0.5607630122889727,0.4516415543161,1.0595714268534564,0.8220322472226351,-0.11794423829243052,-0.48174455431256963,0.376117744907842,-0.6883189395150191,0.33619401501820695,-0.9235635710858908
Farm E,6,2019-08-26,-9.291021337458323,1.5130780303104143,155,3.03,13.634166702191427,0.24406267077094523,7.038431334136541,0.7030975114131134,0.5423242908253617,2.6438928315157195,3.187503545010459,1.0986122886681098,-0.03349176055161993,-0.43624738522248674,-0.6780549955643217,-0.5607630122889727,0.4516415543161,1.0595714268534564,0.8220322472226351,-0.11794423829243052,-0.2677098947609904,0.7938229325217917,0.49793685295198176,0.33619401501820695,-0.9235635710858908
Farm E,7,2019-08-26,-9.71912391210795,1.6092470563093209,155,3.03,13.634166702191427,0.24406267077094523,7.038431334136541,0.5653138090500605,0.5877866649021191,2.6438928315157195,3.187503545010459,1.0986122886681098,0.25735313656244774,-0.7164180485210943,-0.6114147035821652,-0.5607630122889727,0.4516415543161,1.0595714268534564,0.8220322472226351,-0.11794423829243052,-0.4386997150166375,0.9474453074755541,0.49793685295198176,0.33619401501820695,-0.9235635710858908
Farm E,8,2019-08-26,-10.382399303056587,2.6813966943093073,155,3.03,13.634166702191427,0.24406267077094523,7.038431334136541,0.26236426446749106,0,1.6094379124341003,3.187503545010459,1.0986122886681098,0.5481980336765153,-1.1504969754787582,0.13153100250926314,-0.5607630122889727,0.4516415543161,1.0595714268534564,0.8220322472226351,-0.11794423829243052,-0.8146606399031673,-1.0387506460388776,-0.6883189395150191,0.33619401501820695,-0.9235635710858908
Farm E,9,2019-08-26,-8.552086372477065,1.5857241142896716,155,3.03,13.634166702191427,0.24406267077094523,7.038431334136541,0.16551443847757338,0,1.6094379124341003,3.187503545010459,1.0986122886681098,0.839042930790583,0.047346761443813945,-0.6277149177954877,-0.5607630122889727,0.4516415543161,1.0595714268534564,0.8220322472226351,-0.11794423829243052,-0.934851446608093,-1.0387506460388776,-0.6883189395150191,0.33619401501820695,-0.9235635710858908
Farm E,10,2019-08-26,-9.663727542694907,2.607633595683757,155,3.03,13.634166702191427,0.24406267077094523,7.038431334136541,0.1310282624064041,0,1.6094379124341003,3.187503545010459,1.0986122886681098,1.1298878279046507,-0.680164032586971,0.08041688984297513,-0.5607630122889727,0.4516415543161,1.0595714268534564,0.8220322472226351,-0.11794423829243052,-0.9776488525899423,-1.0387506460388776,-0.6883189395150191,0.33619401501820695,-0.9235635710858908
Farm E,11,2019-08-26,-8.21579321486353,1.1783139966613936,155,3.03,13.634166702191427,0.24406267077094523,7.038431334136541,0.18232155679395465,0.019802627296179712,1.6094379124341003,3.187503545010459,1.0986122886681098,1.4207327250187183,0.2674329805198845,-0.9100296122953768,-0.5607630122889727,0.4516415543161,1.0595714268534564,0.8220322472226351,-0.11794423829243052,-0.9139937828158908,-0.9718353848510853,-0.6883189395150191,0.33619401501820695,-0.9235635710858908
Farm E,12,2019-08-26,-8.915259567714722,1.4669215150662116,155,3.03,13.634166702191427,0.24406267077094523,7.038431334136541,0.2776317365982795,0,1.6094379124341003,3.187503545010459,1.0986122886681098,1.7115776221327859,-0.19033103127977583,-0.7100391362042353,-0.5607630122889727,0.4516415543161,1.0595714268534564,0.8220322472226351,-0.11794423829243052,-0.7957136797719692,-1.0387506460388776,-0.6883189395150191,0.33619401501820695,-0.9235635710858908
Farm E,13,2019-08-26,-10.103342005872385,1.4078428287267035,155,3.03,13.634166702191427,0.24406267077094523,7.038431334136541,0.2776317365982795,0,1.6094379124341003,3.187503545010459,1.0986122886681098,2.0024225192468537,-0.9678686226490588,-0.7509776906576393,-0.5607630122889727,0.4516415543161,1.0595714268534564,0.8220322472226351,-0.11794423829243052,-0.7957136797719692,-1.0387506460388776,-0.6883189395150191,0.33619401501820695,-0.9235635710858908
